,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope
1347,1347,1444,2020-12-15 16:21:46,1,"MULTIPOLYGON (((48.40266602559751 11.99150201689555, 48.40271143331353 11.99144434940173, 48.40275862168137 11.99141216289355, 48.40284320449528 11.99160930525615, 48.40279601620593 11.99164015065982, 48.40275238925794 11.99169647704913, 48.40266602559751 11.99150201689555)))","MULTILINESTRING ((48.40271143331353 11.99144434940173, 48.40279601620593 11.99164015065982))","MULTILINESTRING ((48.40275862168137 11.99141216289355, 48.40284320449528 11.99160930525615), (48.40266602559751 11.99150201689555, 48.40275238925794 11.99169647704913))",Gabled,Residential,30.0
1348,1348,1446,2020-12-15 16:31:41,1,"MULTIPOLYGON (((48.40284204503175 11.99258444810158, 48.40289012362228 11.99258713031059, 48.40293107942281 11.99259920025116, 48.40291772427408 11.99277488494164, 48.40287587811871 11.99276549721009, 48.40282974000117 11.99276447285229, 48.40283152069094 11.99272423971706, 48.40280019881413 11.99271989965683, 48.40280821192229 11.99262870455033, 48.40283864344944 11.99263170350605, 48.40284204503175 11.99258444810158)))","MULTILINESTRING ((48.40283864344944 11.99263170350605, 48.40283152069094 11.99272423971706), (48.40289012362228 11.99258713031059, 48.40287587811871 11.99276549721009))","MULTILINESTRING ((48.40293107942281 11.99259920025116, 48.40291772427408 11.99277488494164), (48.40284204503175 11.99258444810158, 48.40283864344944 11.99263170350605), (48.40280821192229 11.99262870455033, 48.40280019881413 11.99271989965683))",Gabled,Residential,30.0
1349,1349,1448,2020-12-15 16:55:10,1,"MULTIPOLYGON (((48.40260309600286 11.99275117254163, 48.40273753850488 11.9927270326605, 48.40275267439345 11.99290003514196, 48.40261912228003 11.9929255161276, 48.40260309600286 11.99275117254163)))",,,Flat,Residential,
1350,1350,1449,2020-12-15 16:55:10,1,"MULTIPOLYGON (((48.40260309600286 11.99275117254163, 48.40273753850488 11.9927270326605, 48.40275267439345 11.99290003514196, 48.40261912228003 11.9929255161276, 48.40260309600286 11.99275117254163)))",,,Flat,Residential,
1351,1351,1483,2020-12-17 15:34:57,6,"MULTIPOLYGON (((48.40207409620435 11.99534982621748, 48.40202067468839 11.995353849531, 48.40196725311631 11.99537530720312, 48.40199221525956 11.99556022882462, 48.40204738545337 11.99553489863951, 48.40210080694131 11.99552551090795, 48.40207409620435 11.99534982621748)))","MULTILINESTRING ((48.40202067468839 11.995353849531, 48.40204738545337 11.99553489863951))","MULTILINESTRING ((48.40207409620435 11.99534982621748, 48.40210080694131 11.99552551090795), (48.40196725311631 11.99537530720312, 48.40199221525956 11.99556022882462))",Gabled,Residential,30.0
1352,1352,1485,2020-12-17 15:42:10,6,"MULTIPOLYGON (((48.40229844287951 11.99487054227974, 48.40228597791914 11.99487590669777, 48.40227084189167 11.99481287478592, 48.40224146017847 11.99482628583099, 48.40224507674756 11.99484139680862, 48.40220940738111 11.99485981344368, 48.40220584595791 11.99484774350311, 48.40216845099948 11.9948624956527, 48.40217557385083 11.99490138768341, 48.402142630655 11.99491613983299, 48.40215871222576 11.99497282505035, 48.40217206757377 11.99504792690277, 48.4021907650551 11.99504926800728, 48.40219788790329 11.99507340788841, 48.40228775862794 11.99503147482063, 48.40231007263119 11.99513643980026, 48.40239020442819 11.99509888887405, 48.40238124575318 11.99504488586571, 48.40236967116603 11.9949885594764, 48.40232520864696 11.99500769376755, 48.40230556571267 11.99490406989243, 48.40229844287951 11.99487054227974)))","MULTILINESTRING ((48.40238124575318 11.99504488586571, 48.40229933323371 11.99508243679192), (48.40230556571267 11.99490406989243, 48.40215871222576 11.99497282505035), (48.40222810484869 11.99485176681664, 48.40224413124403 11.99492552756455), (48.40221207844831 11.99490406989243, 48.40224413124403 11.99492552756455), (48.4022592672794 11.9948812711158, 48.40224413124403 11.99492552756455), (48.40224507674756 11.99484139680862, 48.40225125408475 11.99484103798058), (48.40220940738111 11.99485981344368, 48.40220495560208 11.9948638367572), (48.40232520864696 11.99500769376755, 48.40228775862794 11.99503147482063))","MULTILINESTRING ((48.40225125408475 11.99484103798058, 48.4022592672794 11.9948812711158), (48.40220495560208 11.9948638367572, 48.40221207844831 11.99490406989243), (48.40228775862794 11.99503147482063, 48.40219788790329 11.99507340788841), (48.40239020442819 11.99509888887405, 48.40231007263119 11.99513643980026), (48.40236967116603 11.9949885594764, 48.40232520864696 11.99500769376755), (48.40220584595791 11.99484774350311, 48.40216845099948 11.9948624956527))",Gabled,Residential,30.0
1353,1353,1489,2020-12-18 22:20:12,1,"MULTIPOLYGON (((48.40362583712042 11.99320162188546, 48.40371487013948 11.99312517892853, 48.4037415800148 11.9931908930494, 48.40377007053304 11.99327404152886, 48.4036632310074 11.99336121332184, 48.4036329597677 11.99328342926041, 48.40364542439797 11.99327001821534, 48.40362583712042 11.99320162188546)))","MULTILINESTRING ((48.40364542439797 11.99327001821534, 48.4037415800148 11.9931908930494))","MULTILINESTRING ((48.40362583712042 11.99320162188546, 48.40371487013948 11.99312517892853), (48.40377007053304 11.99327404152886, 48.4036632310074 11.99336121332184))",Gabled,Residential,30.0
1354,1354,1491,2020-12-18 22:22:55,1,"MULTIPOLYGON (((48.40376780457568 11.99392555300915, 48.40388443747347 11.99389738981449, 48.40389868269457 11.99404491131031, 48.4037838304859 11.99406905119144, 48.40376780457568 11.99392555300915)))",,,Flat,Residential,
1355,1355,1493,2020-12-18 22:26:28,1,"MULTIPOLYGON (((48.40397357478221 11.9933501231049, 48.40401185873776 11.99331793659672, 48.40407596204069 11.99345070594296, 48.40403767813337 11.99348959797367, 48.40399672322388 11.99354324215397, 48.40396912315758 11.99348289245114, 48.40394443960763 11.99351280916744, 48.40392015526117 11.99346277588353, 48.40392104558699 11.99344534152493, 48.40393885209991 11.99341851943478, 48.40393286537623 11.99340820301586, 48.40397357478221 11.9933501231049)))","MULTILINESTRING ((48.40397357478221 11.9933501231049, 48.40403767813337 11.99348959797367))","MULTILINESTRING ((48.40401185873776 11.99331793659672, 48.40407596204069 11.99345070594296), (48.40396912315758 11.99348289245114, 48.40399672322388 11.99354324215397))",Gabled,Residential,30.0
1356,1356,1447,2020-12-15 16:54:01,1,"MULTIPOLYGON (((48.40244849463055 11.99232742867939, 48.40246363060515 11.99251384220593, 48.40241555161151 11.99251652441494, 48.40235856904165 11.99253127656453, 48.40234432338923 11.99235693297856, 48.40240308667981 11.99233011088841, 48.40244849463055 11.99232742867939)))","MULTILINESTRING ((48.40240308667981 11.99233011088841, 48.40241555161151 11.99251652441494))","MULTILINESTRING ((48.40244849463055 11.99232742867939, 48.40246363060515 11.99251384220593), (48.40234432338923 11.99235693297856, 48.40235856904165 11.99253127656453))",Gabled,Residential,30.0
1357,1357,1450,2020-12-16 23:22:01,1,"MULTIPOLYGON (((48.40249635799719 11.99398074561032, 48.40250899442376 11.99403420193396, 48.40252145932951 11.99410528047286, 48.40241995929391 11.99414551360808, 48.40240838471559 11.99407979948722, 48.40240393295399 11.99405565960608, 48.40239859083957 11.99405700071059, 48.40239324872459 11.99402615530692, 48.40249635799719 11.99398074561032)))","MULTILINESTRING ((48.40250899442376 11.99403420193396, 48.40240838471559 11.99407979948722))","MULTILINESTRING ((48.40252145932951 11.99410528047286, 48.40241995929391 11.99414551360808), (48.40249635799719 11.99398074561032, 48.40239324872459 11.99402615530692))",Gabled,Residential,25.0
1358,1358,1451,2020-12-16 23:25:45,1,"MULTIPOLYGON (((48.40307392517316 11.99355586574291, 48.40309173198265 11.99362828538631, 48.40310775810588 11.99371009276126, 48.40299023308502 11.99376373694156, 48.40297420692477 11.99368461177562, 48.40295550973144 11.99361487434123, 48.40307392517316 11.99355586574291)))","MULTILINESTRING ((48.40309173198265 11.99362828538631, 48.40297420692477 11.99368461177562))","MULTILINESTRING ((48.40307392517316 11.99355586574291, 48.40295550973144 11.99361487434123), (48.40310775810588 11.99371009276126, 48.40299023308502 11.99376373694156))",Gabled,Residential,15.0
1359,1359,1452,2020-12-16 23:27:22,1,"MULTIPOLYGON (((48.40336733615206 11.99337724858196, 48.40338584176873 11.99343745689918, 48.40340275813417 11.9935138998561, 48.40324783963005 11.99361716490317, 48.40323181355097 11.99353669863273, 48.4032122261141 11.99348171334792, 48.40336733615206 11.99337724858196)))","MULTILINESTRING ((48.40338584176873 11.99343745689918, 48.40323181355097 11.99353669863273))","MULTILINESTRING ((48.40336733615206 11.99337724858196, 48.4032122261141 11.99348171334792), (48.40324783963005 11.99361716490317, 48.40340275813417 11.9935138998561))",Gabled,Residential,15.0
1360,1360,1453,2020-12-16 23:28:55,1,"MULTIPOLYGON (((48.40344361866889 11.99338532606784, 48.40347299968768 11.99346981565181, 48.40340444395079 11.99351138989154, 48.40338752758591 11.99343897024814, 48.40338485658044 11.99342690030758, 48.40344361866889 11.99338532606784)))",,,Flat,Residential,
1361,1361,1454,2020-12-16 23:30:06,1,"MULTIPOLYGON (((48.40340005907142 11.99240530762417, 48.40354429312428 11.99224169287426, 48.40356477076528 11.99228192600948, 48.4035941517141 11.99234093460781, 48.40361997132174 11.99239860210163, 48.40348196981828 11.99255148801548, 48.40344813713449 11.9925005260442, 48.40342053677052 11.99244285855038, 48.40340005907142 11.99240530762417)))","MULTILINESTRING ((48.40342053677052 11.99244285855038, 48.40356477076528 11.99228192600948), (48.4035941517141 11.99234093460781, 48.40344813713449 11.9925005260442))","MULTILINESTRING ((48.40361997132174 11.99239860210163, 48.40348196981828 11.99255148801548), (48.40340005907142 11.99240530762417, 48.40354429312428 11.99224169287426))",Complex,Public,15.0
1362,1362,1455,2020-12-16 23:32:01,1,"MULTIPOLYGON (((48.40065710357027 12.00166761875153, 48.4007793035187 12.00167202332191, 48.40077485161454 12.00182759144478, 48.40065354203843 12.00182318687439, 48.40065710357027 12.00166761875153)))",,,Flat,Unknown,
1363,1363,1456,2020-12-17 10:13:30,1,"MULTIPOLYGON (((48.40270268220971 11.99029025856943, 48.40275788370176 11.9903935236165, 48.4027676775086 11.99038815919847, 48.40280418168116 11.99045521442385, 48.40279705891783 11.99046728436441, 48.40285136996293 11.99056116167993, 48.40280596237181 11.99059871260614, 48.40276856785457 11.9906630856225, 48.40262077020788 11.990392182512, 48.40265816483377 11.99032780949564, 48.40270268220971 11.99029025856943)))","MULTILINESTRING ((48.40265816483377 11.99032780949564, 48.40280596237181 11.99059871260614))","MULTILINESTRING ((48.40270268220971 11.99029025856943, 48.40275788370176 11.9903935236165), (48.40262077020788 11.990392182512, 48.40276856785457 11.9906630856225))",Gabled,Residential,15.0
1364,1364,1457,2020-12-17 10:16:10,1,"MULTIPOLYGON (((48.40270220754527 11.99028947112996, 48.40276186076849 11.99039541838605, 48.40276809319076 11.99038603065449, 48.40280548770835 11.99045308587987, 48.40279747459976 11.99046381471593, 48.4028517856444 11.99056037424046, 48.40280637805368 11.99060060737568, 48.40276898353674 11.99066363928753, 48.40262053895 11.99039314797119, 48.40262029554269 11.99039273617703, 48.40265769016891 11.99032702205617, 48.40270220754527 11.99028947112996)))","MULTILINESTRING ((48.40265769016891 11.99032702205617, 48.40280637805368 11.99060060737568))","MULTILINESTRING ((48.40270220754527 11.99028947112996, 48.40276186076849 11.99039541838605), (48.40262053895 11.99039314797119, 48.40276898353674 11.99066363928753))",Gabled,Residential,25.0
1365,1365,1458,2020-12-17 10:17:53,1,"MULTIPOLYGON (((48.40253949430235 11.99052495185823, 48.40259380562248 11.99052897517176, 48.4026223196471 11.99083302992221, 48.40256620479491 11.99082804147692, 48.40252794261474 11.99084644096729, 48.40250212245274 11.99054201057152, 48.40253949430235 11.99052495185823)))","MULTILINESTRING ((48.40253949430235 11.99052495185823, 48.40256620479491 11.99082804147692))","MULTILINESTRING ((48.40259380562248 11.99052897517176, 48.4026223196471 11.99083302992221), (48.40250212245274 11.99054201057152, 48.40252794261474 11.99084644096729))",Gabled,Residential,25.0
1366,1366,1459,2020-12-17 10:19:11,1,"MULTIPOLYGON (((48.4022185484758 11.99028026403643, 48.40234854022779 11.99033659042574, 48.40233162351174 11.99039828123309, 48.40231915855949 11.99048947633959, 48.40218916673238 11.99043180884577, 48.40220074136062 11.99034329594828, 48.4022185484758 11.99028026403643)))","MULTILINESTRING ((48.40220074136062 11.99034329594828, 48.40233162351174 11.99039828123309))","MULTILINESTRING ((48.4022185484758 11.99028026403643, 48.40234854022779 11.99033659042574), (48.40218916673238 11.99043180884577, 48.40231915855949 11.99048947633959))",Gabled,Residential,25.0
1367,1367,1460,2020-12-17 10:22:52,1,"MULTIPOLYGON (((48.40217400449225 11.99100189361308, 48.40220872837936 11.99100859913562, 48.40223989082196 11.99100591692661, 48.40224523295305 11.99113332185481, 48.40221407051374 11.99113332185481, 48.40218095918169 11.99112941434578, 48.4021471256325 11.99114282539085, 48.4021417834911 11.99101676156715, 48.40217400449225 11.99100189361308)))","MULTILINESTRING ((48.40217400449225 11.99100189361308, 48.40218095918169 11.99112941434578), (48.40220872837936 11.99100859913562, 48.40221407051374 11.99113332185481))","MULTILINESTRING ((48.4021417834911 11.99101676156715, 48.4021471256325 11.99114282539085))",Complex,Residential,25.0
1368,1368,1461,2020-12-17 10:24:16,1,"MULTIPOLYGON (((48.40231533021036 11.9917609587643, 48.40240347517101 11.99173547777866, 48.40243819890147 11.99190848026012, 48.40234115046719 11.99193262014125, 48.40231533021036 11.9917609587643)))",,,Flat,Unknown,
1369,1369,1462,2020-12-17 10:26:58,1,"MULTIPOLYGON (((48.40215127985957 11.99180817031325, 48.40220665234409 11.99178655555443, 48.40219952949707 11.99173022916511, 48.40224743830104 11.99172233962477, 48.40226079362574 11.99184303903044, 48.4022921264302 11.99184824636177, 48.40229657820157 11.99189116170601, 48.40226791646416 11.99189400100173, 48.40227503930159 11.99196507954062, 48.40222606977419 11.99196507954062, 48.40217638023747 11.99198772090313, 48.40215127985957 11.99180817031325)))","MULTILINESTRING ((48.40220665234409 11.99178655555443, 48.40222606977419 11.99196507954062))","MULTILINESTRING ((48.40224743830104 11.99172233962477, 48.40226079362574 11.99184303903044), (48.40215127985957 11.99180817031325, 48.40217638023747 11.99198772090313))",Gabled,Residential,30.0
1370,1370,1463,2020-12-17 10:28:32,1,"MULTIPOLYGON (((48.40219007891577 11.99172075394139, 48.40218295606646 11.99163626435742, 48.40225774593451 11.99161748889432, 48.40226843019239 11.99171404841885, 48.40219987283195 11.99173148277745, 48.40220610532309 11.99178780916676, 48.40215891644266 11.99180256131634, 48.4021509032322 11.991740870509, 48.40219007891577 11.99172075394139)))","MULTILINESTRING ((48.40219987283195 11.99173148277745, 48.40218973558085 11.9916376929541))","MULTILINESTRING ((48.4021509032322 11.991740870509, 48.40215891644266 11.99180256131634))",Complex,Residential,
1371,1371,1464,2020-12-17 10:31:04,1,"MULTIPOLYGON (((48.40220829463149 11.99227187349086, 48.40226883878869 11.99238318516498, 48.40218870680049 11.99248108579403, 48.4021611057531 11.99242341830021, 48.40217000931839 11.99240866615062, 48.402137956476 11.9923496575523, 48.40220829463149 11.99227187349086)))","MULTILINESTRING ((48.40220829463149 11.99227187349086, 48.40220384285236 11.9923509986568, 48.40221007534301 11.99236172749286, 48.40220651391989 11.99241268946415, 48.40219315858092 11.99242610050922), (48.4021611057531 11.99242341830021, 48.40219315858092 11.99242610050922, 48.40218870680049 11.99248108579403), (48.40217000931839 11.99240866615062, 48.40220651391989 11.99241268946415), (48.40220384285236 11.9923509986568, 48.402137956476 11.9923496575523), (48.40221007534301 11.99236172749286, 48.40226883878869 11.99238318516498))","MULTILINESTRING ((48.40220829463149 11.99227187349086, 48.40226883878869 11.99238318516498), (48.40226883878869 11.99238318516498, 48.40218870680049 11.99248108579403), (48.40218870680049 11.99248108579403, 48.4021611057531 11.99242341830021), (48.4021611057531 11.99242341830021, 48.40217000931839 11.99240866615062), (48.40217000931839 11.99240866615062, 48.402137956476 11.9923496575523), (48.402137956476 11.9923496575523, 48.40220829463149 11.99227187349086))",Complex,Residential,25.0
1372,1372,1924,2020-12-23 12:52:23,1,"MULTIPOLYGON (((48.4011327738764 11.99899253729426, 48.40116927922222 11.9989107299193, 48.40118085408255 11.99888256672465, 48.40121290752805 11.99891475323282, 48.40120133267506 11.99894291642748, 48.40116363981288 11.99902698397636, 48.4011327738764 11.99899253729426)))",,,Flat,Residential,
